150 49631266

         0        68        71        10        37        90        56        95        82        66        21        30        86        88        98        38         0        88         9        87        21        30         8        42        91        26         2        74        99        63        83        70        84        83        12        84        45        19        32        74        41        32        70        32        48        41        99         6        53         8        73        29        75        84        58        26        79        73        91        85        21        26        17        90        13        62        54        87        28        70        81        95        11        98        56        46        69        17        47        96        14        18        57        44        25        29        97        27        86        68        22        74        21        30        66        48        73        17        45        13        91        81        66         7        89        55        71        60        33        89        31        46        60        17        15        84        98        12        67        56        23        24        70        46        65        28        63        80        81        29        10        58        92        20         5        26        19        69        22        90         1        67        80        75        20        32        30        21        46        25
        89        78        35        46        26        87        63         3        56         6        91        49        40        25         3        24        88         0        89        22        98        78        50        90        81        17        39        58        49        51        26        96        28        22        54        83        93        21        79        44        22        62        95        39        50        99        19        82        84        85        76        85        31        44        48         1        30        40        91        44        40        14        17        48        62        95        69         2        80        40        20        64        99        47        64         4        91        55        80        59        47        25        60        37        17         5        21        31        21        21         3        87        72        25        15        35        56        91        15        69        54        72        69        21         2        91        43        24        35        98         4        96        54        67        79        51        53        36        27        75        81        97        44        21        31        50        91        13        69        80        16        74        72        84        18        85        11        97        74        85        76        25        23        77        18        32        32        81        75        23
        35        91        14        56        88        80         2        80        75        77         9         3        18        58        71        90         9        89         0        24        51        63        12        39        61        98         0        16        73        18         1         2        69        18        91        92        63        53        52        23        79        97         5        66        86         3        86        99        13         1        30        69        75        87        67        62        59        29        65        12        57        76        77         5        55        59        92        13        72        71        28        72         4        75        41        68        96         1        89         0        78        21        21        87        38        21        50        28        19        14        31        80         9         5        90        58        90        24        96        62        71        12        52        30        29        69        90        69        48        10        94        57         3        20        87        17        37        69        96        57        76        64        60        99        97        88        29        73        81        72        19        22         0        44        48         8        63        38        46        51        77        53        44        73        51        24        56        56        57        63
         9        13        20        56        95        20        78         9        39        84        49        22        53        76        61        93        87        22        24         0        87        58        66        71        10        73        18        92        86        77        23        62        41        26        94        68        79        52        96        15        84        18        81        45        78        84        93        25        31        95        71        70        47        27        17        40        71        10        82        88        87        65        96        68        54        24        15        26        42        29        23        36        92        47        61        89        63         2         6        26        32        26        48        17        28        67        15        59        62        96        50        53        84        41        24        32        64         8        43        46         2        10        46        50        25        36        22        12        22        92        92        66        51        51        57        55        39        16        79        77        64        57        33        90        78        66        84        70        81        23        86        70        88        52        27        19        71        69        49        46        11        92        13        32        51        54        44        77        84        78
         1        59        74        69        55        66         3         3        48        82        75        17        12        98        74        12        21        98        51        87         0        78        56        49        77        72        92        99        93        81        67        94        44        32        37        31        72        98        80         3        37        50        35        31        37        42        49        15        20        41        35        74        26        89         5        67        17        17        67         8        84        80        91        58         4        47        82        23        87        90        31        71        80        22        33        54        75        61        72        73        52        88        49        37        37        62        74        10        36        42        89        88        48         4        47        15        35         5        37         8        60        65        63        96        64        76        85        30        23        64        96        23        49        74        73        35        75        14        16        31         8        16        80        74        42        92        54        64        15        16        42        45        54        25        27        38         0        28        48        23        47        84        58        11        54        17        87         2        53         6
        85        49        49        53        53        59        32         5        84        33        37        26        48        28        87        65        30        78        63        58        78         0        92         1        32        79        90         0        79        59        88        50        13        30        90        70         4        25        76        39        89        52        52         3         0        28        51        66         1        61        36        13        54        73        42         9        54        82        27        73         9        85        51         3        84        48         5        99        29        69        18        73        61        84        14        92        65        23        83        37        19         0        80        38        87        96        55        99         9        53        48        68        11        92        31        90        94        58        94        78        72        58         3        70        25        94         3        17        49         9        64        19        87        97        16        63         4        16        18        78        57        36        82        57        73        35        56         7        27        54        86        49         2        10        89        11        91        36        74        54         3        33        45        93        45        17        43         8        26        30
        84        85        50        48        62        93         3        26        15        12        35         2        71        46        12        25         8        50        12        66        56        92         0        63        23        62        14        11        11        67        19        60        91         7        91        29        34        40        40        97        25        23        22        13        13        47        31        85        96        26        57        77        77        46        22        13        54        99        22        54        64        51        44        45        42        87        81        50        10        96        89        52        28        85        32        62        74        21        18        10        50        60        22        45         3        33        26        27        57        20        81        55        63        21        26        17        67        90        85        76        20        19        39        36        17        85        22        20        80        15        55        32        32        20        23        75         8         3         5        41        71        50         1        55        99        83         8        41        30        16        20        85        12        66        43        82        64        51         3        95        13        54        71        64         7        62        20        49        22        20
        12        84        37        74        22        79         2        36        45        24        47        29        15        79        10        33        42        90        39        71        49         1        63         0        24        83        86        92        58         8         9        66        95        83        42        26        88        93        65        85        87        87        75        33        40        80        93        53        74        37         1        27        55        32        49        15         6        88        38        10        71        99        23        89         0         6        16        75        81        46        15        84        17        71        49        15        14        58         8        30         8        14        90        64         2        48        66        87        45        28        89         7        20         5        43         0        63        46        19        72        45        33        36        14         2        82        55        77         1        24        61        71        91        87        31        70        19        11        88        56        47        86        88        35        60        21        18        96        57        75        31        19        19         3        53        10         4        51        77        21        70         2        26        37        17        41        28        44        20        26
         0         8        79        43        44        80        18        92        93        91        47        62        87        25        40        46        91        81        61        10        77        32        23        24         0        11        82        43        76        85        64        54        18        72        84        26        28         3        65        21        69        21        50        56        28        70        51        47        18        54        88        94        37        18        83        64        21         2        35        58        83        22        89         3        10        81         0        61        25        91         9        60        56        13        40         5        49        69        79        19        45        87        94        77        16        71        19        22        85        24        71         5        75        17        95         6        41        49        72        91        36        87        67        39        20         0        95        50        48        79        69         7        48        86        94         9        96         7         4        84        70        44        51        58        94        92        70        26        98        23        23        23        26        15        54        50        77        81         1        39        57        94        21        20        93        71        36        27        55        88
        26        38        19        94        86        28        89         8        74        45        61        69        79        18        42        98        26        17        98        73        72        79        62        83        11         0        36        21        77        68         4        51        98        16        73        94        65        45        14        95        17        74        57         7        30        48        12        36        92        78        70        25        22        29        18        35        26        79        30        60        71        75        68        94        34        67        47        85        77        72        62        93        37        74        40        14        56        86        51        54        83        50        36        21        55        95         6        71        12        88        16         3        22        85        88        64        18        52         1        54        20         1        40        95        43        16        12         1        34        69        66        15        67        50        58        25        61        59        36        61         7        25        96         2        66        12        68        45        42        70        19        64         2        56        77        83        10        96        73        78         3        39        56        45        30        44        65         4         5        96
        91        41        51        29        43        68        50        94        87        83        80        28        94        48        93        91         2        39         0        18        92        90        14        86        82        36         0         8        96        10        51        16        57        67        35        78        47        56        56        63        61         5        86        97        55        51        36        94         3        14        83        33        96        76        64        93        19        29        56        20         0        56        18        14         4        72        33        22        82        52         3        23        78        51        26        80        57        85        84        76         4        59        74         6        57        71        23        81        45        70        64        79        86        23        91        33        79        66        97        83        94        92        89         3        47        12        49        27        19        47        91        46        47        96        82        97        69        99        84        30        12        13        63        87        40        72        89        52         8        18        81        24        83        40        65         2        47        32        29        24        98        90        34        66        66        69        96        78        25        45
        11        56        70        64        43        99        69        75        39        85        34        61         1        95        69        10        74        58        16        92        99         0        11        92        43        21         8         0        55        52         5        69        31        96         4        73        59        59        53        46        43        63        26         8        80        65        62        82        95        56        59        94        82         2        88        43        95        24        71        10        60        17        77        52        74        58        63        47        17        97        10        13        98        11         8        56         0        47        41        29         4        49        94        16        97        59        24        40        78        31         2        56        83        54        97        33         7        28        26        60        11        28        46        54        48        86        91        37        63        14        13        27        57        31        49        49        74        81        27        74        51        23        48        85        66        57        23        23        81         6        17        71        36        51        60         0        48        64        18        18        30        52        92        28        35        49        42        23        39        44
        35        39        42        97        40        54        66         8        10        44        75        33        97        78        79        46        99        49        73        86        93        79        11        58        76        77        96        55         0        91        72        27        36        27        98         9        97        44        20        22        17        50        55        30        47        94        35        93        37        65        78        76        98        91        43        44        99         8        36        68        21        77        32         7        58        79        82        63        78        12        25        43        51        99        41        47        17        91        42        25        84        29         9        49        93        10        28        93        14        80        42        26        91        43        84        89        92        96        30        45        21        57         8        28        30        31        80        10        60        26        54        96        97        56        53        86        85         0        84        72        94        61        26        88        11        66        44        34        90        12        76        74        92        15        54        93        42        64         7        74        76        43        68        44         0        18        86        85        91        20
        82        53        26        38        36        69        20        64        81        45        98        21        40        77        12        49        63        51        18        77        81        59        67         8        85        68        10        52        91         0        21        44        78         4        61        98        63        48        99        54        41        55        72        56        41         3        31        57        75        72        35        83        83        53        85        88        49        45        21        43        63        17        98        49        50         7        47        44        15        57        59        98         9        83        24        23        47        30        16        28        71        11        70        93        37         9        27        93        62        54        45        29        41        73        82        32        18        38        20        52        89        26        42        55        14        58        68        71        73        64        79        97         1        60        71        52        95        41        75        44        57        88        53        84        61        91        13        95        89         3        94         1        97        68        20        33        51        98         7        85        86        72         3        39        98        11        58        44        45         1
